batter,match_id,date,match_format,batting_team,bowling_team,venue,runs_scored,balls_faced,boundaries,batting_position,career_runs_avg,career_balls_faced,career_total_runs,career_strike_rate,career_matches,ema_form,recent_form_5,form_momentum,consistency,scored_50,career_50_rate,career_boundary_rate,quick_out,career_quick_out_rate,venue_avg_runs,is_t20,is_odi,opp_attack_hist_runs,opp_attack_hist_balls,opp_attack_hist_dismiss,opp_attack_hist_sr
MS Harris,1223872,2021-01-15,Test,Australia,India,Brisbane Cricket Ground,43,105,8,1,62.111111111111114,1101.0,559.0,50.77202543142597,9,60.27011559454691,55.0,-4.058891912892534,0.7279859424241389,0,0.6666666666666666,0.05994550408719346,0,0.0,43.0,0,0,0.0,0.0,0.0,0.0
MS Kasprowicz,64102,2004-11-03,Test,Australia,India,Wankhede Stadium,26,55,2,10,14.666666666666666,99.0,44.0,44.44444444444444,3,16.762557077625573,14.666666666666666,3.441222983658408,0.5990888643016649,0,0.0,0.04040404040404041,0,0.0,26.0,0,0,9.0,19.0,2.0,47.368421052631575
MS Panesar,565809,2012-12-13,Test,England,India,"Vidarbha Cricket Association Stadium, Jamtha",1,5,0,11,4.083333333333333,228.0,49.0,21.49122807017544,12,3.497041963227987,4.8,-1.6350343816204513,0.5963017839021599,0,0.0,0.02631578947368421,1,0.3333333333333333,0.0,0,0,4.0,3.0,2.0,133.33333333333331
MS Sinclair,64819,2003-01-14,ODI,New Zealand,India,"Westpac Park, Hamilton",3,4,0,2,27.5,196.0,110.0,56.12244897959183,4,19.405448085274376,27.5,-11.175651836774259,0.42707345351520376,0,0.25,0.04591836734693878,1,0.5,0.0,0,1,32.0,76.0,1.0,42.10526315789473
MS Wade,1415751,2024-06-24,T20,Australia,India,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,2,0,7,34.785714285714285,320.0,487.0,152.1875,14,30.20276239215508,25.8,-5.833296452244731,0.6077809114180874,0,0.21428571428571427,0.196875,1,0.21428571428571427,0.0,1,0,61.0,107.0,3.0,57.009345794392516
MT Chinouya,643675,2013-08-01,ODI,Zimbabwe,India,Queens Sports Club,0,2,0,11,6.0,7.0,6.0,85.71428571428571,1,6.0,6.0,0.0,0.03225806451612903,0,0.0,0.14285714285714285,1,1.0,0.0,0,1,6.0,6.0,0.0,100.0
MT Renshaw,1478906,2025-10-25,ODI,Australia,India,Sydney Cricket Ground,56,58,2,4,25.5,55.0,51.0,92.72727272727272,2,26.294117647058826,25.5,1.263157894736839,0.03225806451612903,1,0.0,0.07272727272727272,0,0.0,0.0,0,1,17.0,22.0,1.0,77.27272727272727
MV Boucher,501255,2011-05-14,IPL,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,2,0,6,17.863636363636363,316.0,393.0,124.36708860759494,22,7.5511155963146726,6.6,-8.514850816478905,0.4400733842506483,0,0.045454545454545456,0.14240506329113925,1,0.36363636363636365,8.857142857142858,1,0,0.0,0.0,0.0,0.0
MVT Fernando,1278683,2022-03-12,Test,Sri Lanka,India,"M Chinnaswamy Stadium, Bengaluru",10,14,1,10,3.6,88.0,18.0,20.454545454545457,5,4.4471530056615345,3.6,1.7535102927889437,0.46760653723484935,0,0.0,0.011363636363636364,0,0.4,10.0,0,0,8.0,18.0,1.0,44.44444444444444
MW Parkinson,1276905,2022-07-09,T20,England,India,"Edgbaston, Birmingham",0,2,0,10,0.0,4.0,0.0,0.0,1,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,1,0,0.0,2.0,0.0,0.0
MW Short,1478910,2025-11-06,T20,Australia,India,Carrara Oval,25,19,4,2,16.0,68.0,96.0,141.1764705882353,6,16.36519140342109,16.6,1.4079858554513827,0.6385852746540306,0,0.0,0.20588235294117646,0,0.16666666666666666,0.0,1,0,70.0,86.0,2.0,81.3953488372093
Mahedi Hasan,1439895,2024-10-12,T20,Bangladesh,India,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3,9,0,7,5.0,4.0,5.0,125.0,1,5.0,5.0,0.0,0.03225806451612903,0,0.0,0.25,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
Mahmudul Hasan Joy,1399117,2023-10-06,T20,Bangladesh,India,Zhejiang University of Technology Cricket Field,5,10,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Mahmudullah,1439895,2024-10-12,T20,Bangladesh,India,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",8,10,1,6,17.142857142857142,211.0,240.0,113.74407582938389,14,20.026860020124236,18.6,6.704028043746334,0.5605047115541624,0,0.0,0.12322274881516587,1,0.2857142857142857,0.0,1,0,57.0,43.0,2.0,132.5581395348837
Mandeep Singh,1359502,2023-04-20,IPL,Kolkata Knight Riders,Delhi Capitals,"Arun Jaitley Stadium, Delhi",12,11,1,5,17.645833333333332,1407.0,1694.0,120.39800995024876,96,5.1555939452994926,4.0,-9.177942126818976,0.39588729044753385,0,0.0625,0.1513859275053305,0,0.3854166666666667,0.0,1,0,52.0,48.0,3.0,108.33333333333333
Manjural Islam Rana,64111,2004-12-10,Test,Bangladesh,India,Bangabandhu National Stadium,93,173,16,7,93.0,173.0,93.0,53.75722543352601,1,93.0,93.0,0.0,0.03225806451612903,1,1.0,0.09248554913294797,0,0.0,93.0,0,0,0.0,0.0,0.0,0.0
Mashrafe Mortaza,1144522,2019-07-02,ODI,Bangladesh,India,Edgbaston,8,5,1,9,15.384615384615385,172.0,200.0,116.27906976744187,13,14.7296133662531,16.8,0.06562401022456932,0.47131558330517304,0,0.0,0.1569767441860465,1,0.46153846153846156,30.0,0,1,52.0,50.0,1.0,104.0
Mayank Dagar,1422133,2024-04-02,IPL,Royal Challengers Bengaluru,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",0,1,0,9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Mehedi Hasan Miraz,1466415,2025-02-20,ODI,Bangladesh,India,Dubai International Cricket Stadium,5,11,1,3,33.0,282.0,231.0,81.91489361702128,7,22.00630308625649,31.4,-16.440121400874553,0.4950857969136761,0,0.14285714285714285,0.09219858156028368,0,0.14285714285714285,37.0,0,1,20.0,37.0,1.0,54.054054054054056
Milind Kumar,1512721,2026-02-07,T20,United States of America,India,"Wankhede Stadium, Mumbai",34,34,4,4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Misbah-ul-Haq,656405,2015-02-15,ODI,Pakistan,India,Adelaide Oval,76,86,10,4,29.625,549.0,474.0,86.33879781420765,16,17.661818804640067,16.0,-13.270343169513525,0.5410864694643479,1,0.125,0.08196721311475409,0,0.1875,0.0,0,1,41.0,82.0,3.0,50.0
Mohammad Amir,1153247,2018-09-19,ODI,Pakistan,India,Dubai International Cricket Stadium,18,26,1,9,4.0,25.0,12.0,48.0,3,5.068493150684931,4.0,1.682656826568266,0.46606055596467205,0,0.0,0.0,0,0.6666666666666666,0.0,0,1,2.0,3.0,0.0,66.66666666666666
Mohammad Ashraful,455232,2010-06-16,ODI,Bangladesh,India,Rangiri Dambulla International Stadium,20,39,2,3,19.11111111111111,252.0,172.0,68.25396825396825,9,18.09887143086464,20.2,-4.207249781171173,0.5959700584942008,0,0.0,0.07539682539682539,0,0.2222222222222222,0.0,0,1,3.0,16.0,0.0,18.75
Mohammad Asif,336038,2008-05-30,IPL,Delhi Daredevils,Rajasthan Royals,Wankhede Stadium,3,5,0,9,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
Mohammad Hafeez,1144504,2019-06-16,ODI,Pakistan,India,Old Trafford,9,8,1,4,44.4,518.0,444.0,85.71428571428571,10,47.9551012709327,42.6,4.571109623829706,0.5697414475361183,0,0.4,0.0945945945945946,1,0.2,0.0,0,1,13.0,19.0,0.0,68.42105263157895
Mohammad Haris,1496938,2025-09-28,T20,Pakistan,India,Dubai International Cricket Stadium,0,2,0,4,3.0,5.0,3.0,60.0,1,3.0,3.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,3.0,1,0,0.0,0.0,0.0,0.0
Mohammad Irfan,656405,2015-02-15,ODI,Pakistan,India,Adelaide Oval,1,5,0,11,0.0,7.0,0.0,0.0,3,0.0,0.0,0.0,0.3333333333333333,0,0.0,0.0,1,1.0,0.0,0,1,0.0,3.0,0.0,0.0
Mohammad Mithun,1187017,2019-11-22,Test,Bangladesh,India,Eden Gardens,6,14,0,4,22.666666666666668,138.0,68.0,49.275362318840585,3,19.58447488584475,22.666666666666668,-5.060622034791773,0.6109543932822512,0,0.0,0.07246376811594203,0,0.0,6.0,0,0,38.0,68.0,0.0,55.88235294117647
Mohammad Mohsin,1512721,2026-02-07,T20,United States of America,India,"Wankhede Stadium, Mumbai",8,9,1,8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Mohammad Nabi,1426286,2024-04-30,IPL,Mumbai Indians,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,2,0,8,13.526315789473685,177.0,257.0,145.19774011299435,19,10.299082162542442,7.4,-2.4111535356106177,0.5654081177051961,0,0.0,0.1977401129943503,1,0.3684210526315789,0.0,1,0,0.0,0.0,0.0,0.0
Mohammad Naim,1187015,2019-11-10,T20,Bangladesh,India,"Vidarbha Cricket Association Stadium, Jamtha",81,49,12,2,31.0,59.0,62.0,105.08474576271188,2,31.882352941176475,31.0,1.4035087719298183,0.03225806451612903,1,0.0,0.13559322033898305,0,0.0,0.0,1,0,62.0,59.0,2.0,105.08474576271188
Mohammad Naveed,966761,2016-03-03,T20,United Arab Emirates,India,Shere Bangla National Stadium,5,7,0,9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Mohammad Nawaz,1512745,2026-02-15,T20,Pakistan,India,"R Premadasa Stadium, Colombo",4,5,1,7,13.166666666666666,61.0,79.0,129.5081967213115,6,11.573377261429977,15.6,-2.419903481857256,0.4511548074230435,0,0.0,0.19672131147540983,1,0.6666666666666666,0.0,1,0,7.0,16.0,1.0,43.75
Mohammad Nawaz (3),1153251,2018-09-23,ODI,Pakistan,India,Dubai International Cricket Stadium,15,16,1,8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Mohammad Rafique,282692,2007-05-25,Test,Bangladesh,India,"Shere Bangla National Stadium, Mirpur",23,32,3,10,37.0,215.0,148.0,68.83720930232559,4,30.641136991709438,37.0,-8.732460986720952,0.5976110168035146,0,0.5,0.11627906976744186,0,0.0,23.0,0,0,25.0,41.0,3.0,60.97560975609756
Mohammad Rizwan,1466418,2025-02-23,ODI,Pakistan,India,Dubai International Cricket Stadium,46,77,3,4,25.5,74.0,51.0,68.91891891891892,2,29.647058823529413,25.5,6.596491228070178,0.03225806451612903,0,0.0,0.0945945945945946,0,0.5,64.33333333333333,0,1,128.0,129.0,2.0,99.2248062015504
Mohammad Saifuddin,1496935,2025-09-24,T20,Bangladesh,India,Dubai International Cricket Stadium,4,7,0,7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Mohammad Sami,966751,2016-02-27,T20,Pakistan,India,Shere Bangla National Stadium,8,18,1,9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Mohammad Shahid,870729,2015-06-10,Test,Bangladesh,India,Khan Shaheb Osman Ali Stadium,6,9,1,10,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Mohammad Shahzad,966761,2016-03-03,T20,United Arab Emirates,India,Shere Bangla National Stadium,0,4,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Mohammad Sharif,282692,2007-05-25,Test,Bangladesh,India,"Shere Bangla National Stadium, Mirpur",30,94,3,9,30.0,94.0,30.0,31.914893617021278,1,30.0,30.0,0.0,0.03225806451612903,0,0.0,0.031914893617021274,0,0.0,30.0,0,0,0.0,0.0,0.0,0.0
Mohammad Talha,710301,2014-03-02,ODI,Pakistan,India,Shere Bangla National Stadium,0,1,0,9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Mohammad Tauqir,656439,2015-02-28,ODI,United Arab Emirates,India,Western Australia Cricket Association Ground,1,5,0,10,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Mohammad Yousuf,415278,2009-09-26,ODI,Pakistan,India,SuperSport Park,87,92,7,5,30.8,561.0,462.0,82.35294117647058,15,33.232834391928236,47.0,-6.068991172263075,0.49469408619106287,1,0.26666666666666666,0.0784313725490196,0,0.2,0.0,0,1,252.0,395.0,5.0,63.79746835443038
Mohammed Shami,1473457,2025-04-06,IPL,Sunrisers Hyderabad,Gujarat Titans,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",6,2,1,10,3.0,91.0,78.0,85.71428571428571,26,1.9924250298559587,1.8,-1.0228043374538565,0.4654040222844058,0,0.0,0.08791208791208792,1,0.9230769230769231,1.5,1,0,0.0,0.0,0.0,0.0
Mohammed Siraj,1490233,2026-01-18,ODI,India,New Zealand,"Holkar Cricket Stadium, Indore",0,1,0,10,3.1666666666666665,138.0,57.0,41.30434782608695,18,2.762076974089339,4.0,-0.9880477033270787,0.5147186257614297,0,0.0,0.021739130434782608,1,0.7222222222222222,1.6666666666666667,0,1,1.0,2.0,0.0,50.0
Mohit Rathee,1359488,2023-04-09,IPL,Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2,0,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Mohsin Khan,1422129,2024-03-30,IPL,Lucknow Super Giants,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,1,0,8,5.75,26.0,23.0,88.46153846153845,4,4.440979076194235,5.75,-1.946612387321896,0.4775141217644486,0,0.0,0.11538461538461539,1,0.75,0.0,1,0,0.0,0.0,0.0,0.0
Moin Khan,66207,2004-09-19,ODI,Pakistan,India,Edgbaston,10,13,0,7,24.2,129.0,121.0,93.7984496124031,5,30.632144531390864,24.2,7.602060999731396,0.4510863936763987,0,0.2,0.07751937984496124,0,0.4,0.0,0,1,21.0,16.0,1.0,131.25
Mominul Haque,1439892,2024-09-27,Test,Bangladesh,India,"Green Park, Kanpur",109,202,18,4,42.416666666666664,1066.0,509.0,47.74859287054409,12,56.52071255741231,62.6,21.705152460433233,0.5264876040756072,1,0.25,0.07317073170731707,0,0.0,109.0,0,0,86.0,187.0,7.0,45.98930481283423
Mosaddek Hossain,1298169,2022-11-02,T20,Bangladesh,India,Adelaide Oval,6,3,1,7,7.0,9.0,7.0,77.77777777777779,1,7.0,7.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,1,0,2.0,3.0,0.0,66.66666666666666
Mrittunjoy Chowdhury,1399117,2023-10-06,T20,Bangladesh,India,Zhejiang University of Technology Cricket Field,4,11,0,8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Mudassar Bukhari,433582,2011-03-09,ODI,Netherlands,India,Feroz Shah Kotla,21,19,3,10,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Muhammad Kaleem,966761,2016-03-03,T20,United Arab Emirates,India,Shere Bangla National Stadium,2,11,0,7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Muhammad Rohid,1496921,2025-09-10,T20,United Arab Emirates,India,Dubai International Cricket Stadium,2,2,0,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Muhammad Usman,966761,2016-03-03,T20,United Arab Emirates,India,Shere Bangla National Stadium,9,12,1,5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Muhammad Zohaib,1496921,2025-09-10,T20,United Arab Emirates,India,Dubai International Cricket Stadium,2,5,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Mujeeb Ur Rahman,1254066,2021-04-17,IPL,Sunrisers Hyderabad,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",1,1,0,11,2.2,14.0,11.0,78.57142857142857,5,1.5974901734520932,2.2,-0.8630802666601542,0.3342560593378081,0,0.0,0.14285714285714285,1,0.8,0.0,1,0,0.0,0.0,0.0,0.0
Mukesh Choudhary,1304105,2022-05-12,IPL,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",4,4,1,11,2.0,2.0,2.0,100.0,1,2.0,2.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
Mukesh Kumar,1420223,2024-07-06,T20,India,Zimbabwe,Harare Sports Club,0,3,0,10,2.5,2.0,5.0,250.0,2,2.7647058823529416,2.5,0.4210526315789469,0.03225806451612903,0,0.0,0.5,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
Munir Dar,335349,2008-06-25,ODI,Hong Kong,India,National Stadium,4,4,1,8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Musheer Khan,1473508,2025-05-29,IPL,Punjab Kings,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",0,3,0,9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Mushfiqur Rahim,1466415,2025-02-20,ODI,Bangladesh,India,Dubai International Cricket Stadium,0,1,0,7,28.12,970.0,703.0,72.4742268041237,25,22.373208091219386,19.8,-1.04758782773823,0.593465669914925,0,0.16,0.060824742268041236,1,0.08,13.0,0,1,46.0,93.0,3.0,49.46236559139785
Mushfiqur Rahman,64917,2004-12-27,ODI,Bangladesh,India,Bangabandhu National Stadium,27,45,3,9,2.0,6.0,2.0,33.33333333333333,1,2.0,2.0,0.0,0.03225806451612903,0,0.0,0.0,0,1.0,6.0,0,1,0.0,0.0,0.0,0.0
Mustafizur Rahman,1496935,2025-09-24,T20,Bangladesh,India,Dubai International Cricket Stadium,6,12,1,11,0.8,15.0,4.0,26.666666666666668,5,0.8763117089178177,0.8,0.11350150179482787,0.6414298263637128,0,0.0,0.0,0,1.0,1.6666666666666667,1,0,2.0,12.0,3.0,16.666666666666664
N Burger,1479573,2025-11-30,ODI,South Africa,India,"JSCA International Stadium Complex, Ranchi",17,23,2,10,4.0,40.0,8.0,20.0,2,3.4705882352941173,4.0,-0.8421052631578947,0.03225806451612903,0,0.0,0.0,0,0.5,0.0,0,1,9.0,28.0,2.0,32.142857142857146
N Deonarine,676529,2013-11-21,ODI,West Indies,India,Nehru Stadium,4,14,0,6,41.0,92.0,41.0,44.565217391304344,1,41.0,41.0,0.0,0.03225806451612903,0,0.0,0.03260869565217391,0,0.0,0.0,0,1,12.0,23.0,1.0,52.17391304347826
N Dickwella,1278683,2022-03-12,Test,Sri Lanka,India,"M Chinnaswamy Stadium, Bengaluru",33,77,3,6,57.4,1239.0,861.0,69.49152542372882,15,44.37079793708091,45.4,-9.840515587464253,0.7627086868023162,0,0.6666666666666666,0.09927360774818401,0,0.0,33.0,0,0,349.0,429.0,11.0,81.35198135198135
N Hussain,65262,2003-02-26,ODI,England,India,"Kingsmead, Durban",15,30,2,4,54.0,83.0,54.0,65.06024096385542,1,54.0,54.0,0.0,0.03225806451612903,0,1.0,0.03614457831325301,0,0.0,0.0,0,1,33.0,46.0,1.0,71.73913043478261
N Jagadeesan,1359513,2023-04-29,IPL,Kolkata Knight Riders,Gujarat Titans,"Eden Gardens, Kolkata",19,16,4,1,15.88888888888889,139.0,143.0,102.87769784172663,9,15.051595779821788,14.0,1.3246056402398168,0.4783993693470626,0,0.0,0.1366906474820144,0,0.5555555555555556,18.5,1,0,6.0,6.0,0.0,100.0
N M'shangwe,643677,2013-08-03,ODI,Zimbabwe,India,Queens Sports Club,16,14,2,9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
N Madziva,1007657,2016-06-20,T20,Zimbabwe,India,Harare Sports Club,1,2,0,10,9.5,15.0,19.0,126.66666666666666,2,8.705882352941176,9.5,-1.2631578947368425,0.03225806451612903,0,0.0,0.13333333333333333,1,0.5,8.0,1,0,8.0,16.0,0.0,50.0
N Peter,1449301,2024-11-08,T20,South Africa,India,"Kingsmead, Durban",5,3,1,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
N Pooran,1473507,2025-05-27,IPL,Lucknow Super Giants,Royal Challengers Bengaluru,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",13,11,1,4,26.482758620689655,1439.0,2304.0,160.11118832522587,87,36.12216726610219,28.6,7.196029978204095,0.5313778368517763,0,0.16091954022988506,0.22793606671299513,0,0.3218390804597701,19.8,1,0,88.0,69.0,4.0,127.53623188405795
N Pradeep,1122730,2017-12-22,T20,Sri Lanka,India,Holkar Cricket Stadium,0,5,0,10,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
N Rana,1473487,2025-05-01,IPL,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",9,14,2,1,25.62162162162162,2142.0,2844.0,132.77310924369746,111,17.283801916541552,19.0,-8.861994966493569,0.44522626520743336,0,0.18018018018018017,0.18674136321195145,0,0.26126126126126126,5.333333333333333,1,0,86.0,66.0,2.0,130.3030303030303
N Saini,548371,2012-05-17,IPL,Kings XI Punjab,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,1,4,0,3,15.444444444444445,139.0,139.0,100.0,9,11.584627757778692,14.4,-3.547217572870485,0.4931203593049528,0,0.1111111111111111,0.11510791366906475,1,0.3333333333333333,0.0,1,0,4.0,2.0,1.0,200.0
N Wadhera,1473511,2025-06-03,IPL,Punjab Kings,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",15,20,1,5,23.466666666666665,502.0,704.0,140.2390438247012,30,25.60422004622375,28.8,6.553471590217342,0.4882396339741977,0,0.13333333333333333,0.1952191235059761,0,0.36666666666666664,30.666666666666668,1,0,41.0,36.0,0.0,113.88888888888889
N Wagner,1249875,2021-06-18,Test,New Zealand,India,"The Rose Bowl, Southampton",0,5,0,10,11.625,305.0,93.0,30.491803278688522,8,14.16898462749572,11.6,4.477180241637962,0.63978478300174,0,0.0,0.029508196721311476,1,0.0,0.0,0,0,3.0,38.0,1.0,7.894736842105263
NA McSweeney,1426557,2024-12-14,Test,Australia,India,"Brisbane Cricket Ground, Woolloongabba, Brisbane",13,74,1,1,26.2,350.0,131.0,37.42857142857143,5,27.817604846561608,26.2,-0.3727381504725109,0.5568607963516761,0,0.0,0.06,0,0.0,13.0,0,0,27.0,87.0,3.0,31.03448275862069
NB Mahwire,219062,2005-09-13,Test,Zimbabwe,India,Queens Sports Club,17,47,0,11,17.0,47.0,17.0,36.17021276595745,1,17.0,17.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,17.0,0,0,4.0,6.0,0.0,66.66666666666666
ND Doshi,501258,2011-05-15,IPL,Rajasthan Royals,Kochi Tuskers Kerala,Holkar Cricket Stadium,0,13,0,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
ND McKenzie,332913,2008-04-11,Test,South Africa,India,Green Park,50,102,6,2,147.5,1167.0,590.0,50.556983718937445,4,113.23213580734308,147.5,-49.29495008238827,0.557134415197413,1,0.75,0.06683804627249357,0,0.0,50.0,0,0,101.0,222.0,2.0,45.4954954954955
NFI McCallum,275789,2007-08-16,ODI,Scotland,India,Titwood,41,68,4,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
NG Smith,1466428,2025-03-09,ODI,New Zealand,India,Dubai International Cricket Stadium,0,1,0,9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
NJ Astle,218250,2005-09-06,ODI,New Zealand,India,Harare Sports Club,115,133,14,2,24.6,146.0,123.0,84.24657534246576,5,13.188705780534418,24.6,-14.388317745598398,0.43756970525286504,1,0.2,0.08904109589041095,0,0.4,0.0,0,1,47.0,74.0,1.0,63.51351351351351
NJ Maddinson,829779,2015-05-04,IPL,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4,7,1,1,8.0,14.0,16.0,114.28571428571428,2,8.705882352941178,8.0,1.1228070175438596,0.03225806451612903,0,0.0,0.21428571428571427,1,0.5,0.0,1,0,0.0,0.0,0.0,0.0
NJ O'Brien,656465,2015-03-10,ODI,Ireland,India,Seddon Park,75,75,10,4,49.0,164.0,98.0,59.756097560975604,2,48.47058823529412,49.0,-0.8421052631579045,0.03225806451612903,1,0.5,0.042682926829268296,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
NJ Rimmington,501202,2011-04-10,IPL,Kings XI Punjab,Pune Warriors,Dr DY Patil Sports Academy,1,1,0,10,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
NK Patel,392233,2009-05-20,IPL,Rajasthan Royals,Kolkata Knight Riders,Kingsmead,14,22,1,4,21.4,102.0,107.0,104.90196078431373,5,17.31289892178428,21.4,-7.807184195746135,0.4565669097762779,0,0.2,0.13725490196078433,0,0.2,0.0,1,0,0.0,0.0,0.0,0.0
NL McCullum,667645,2014-01-25,ODI,New Zealand,India,Eden Park,1,3,0,8,14.0,140.0,112.0,80.0,8,7.710375769461685,12.0,-8.404935068847244,0.46270488440114205,0,0.0,0.07142857142857142,1,0.375,0.0,0,1,17.0,23.0,0.0,73.91304347826086
