venue,is_t20,is_odi,v_pp_runs,v_pp_wkts,v_pp_rr,v_mo_runs,v_mo_wkts,v_mo_rr,v_do_runs,v_do_wkts,v_do_rr,v_boundary_pct,v_dot_pct
"MA Chidambaram Stadium, Chepauk, Chennai",1,0,58.371428571428574,1.5142857142857142,8.1412412528202,78.51428571428572,3.142857142857143,7.486630383166684,54.31428571428572,3.3142857142857145,8.845484684243834,0.46410090592410425,0.3808575046224048
Madhavrao Scindia Cricket Ground,0,1,67.0,1.0,5.399966261808367,100.5,2.5,5.488623072833599,459.5,11.5,6.575928695946903,0.5254328378818672,0.5229248533615765
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,0,53.4,1.9,8.574012474012473,67.1,3.7,7.320966962861699,42.5,2.3,8.484732404692082,0.4939474291331794,0.40220157695542474
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,0,119.0,1.5,10.767543859649123,195.0,2.5,9.253846153846155,119.5,4.5,11.34375,0.5066716085989622,0.38351254480286734
Maharani Usharaje Trust Cricket Ground,0,1,45.0,2.0,3.5571725571725574,75.0,3.0,4.018181818181818,460.0,14.0,6.377465209596176,0.4691780821917808,0.5343604108309992
Maharashtra Cricket Association Stadium,0,0,31.0,0.0,2.5518018018018016,58.0,1.0,3.1295454545454544,772.0,14.0,3.2987816810048054,0.5421093050044796,0.7496809095910508
Maharashtra Cricket Association Stadium,0,1,48.0,1.1428571428571428,3.8846101740838583,106.0,1.7142857142857142,5.787198515769944,460.0,12.571428571428571,6.490334761739225,0.45011168939958063,0.478078118395086
Maharashtra Cricket Association Stadium,1,0,54.833333333333336,1.7083333333333333,7.446400499689973,78.5,3.125,7.350262022418434,56.958333333333336,2.625,9.708762405824398,0.46294051314813717,0.38358956042554615
"Maharashtra Cricket Association Stadium, Pune",0,0,46.0,0.0,3.72972972972973,52.0,2.0,2.888888888888889,420.0,18.0,3.2558139534883717,0.43243243243243246,0.700836820083682
"Maharashtra Cricket Association Stadium, Pune",0,1,38.0,0.0,3.166666666666667,150.0,2.0,7.894736842105264,324.0,14.0,4.584905660377359,0.40625,0.5377049180327869
"Maharashtra Cricket Association Stadium, Pune",1,0,62.06666666666667,1.4,7.6644241674280185,87.73333333333333,3.466666666666667,7.471049846839321,76.2,3.1333333333333333,10.611307545501093,0.48606364964347964,0.3915577259520879
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",0,1,59.0,3.0,4.467265725288833,76.0,3.0,4.222222222222222,317.0,10.0,5.4743052912067,0.33776423889965845,0.5032707305427344
"Malahide, Dublin",1,0,115.5,9.0,6.166666666666667,207.0,4.5,7.583838383838383,163.5,4.5,9.759358288770054,0.4932529651954113,0.38403149606299214
Manuka Oval,0,1,71.0,1.0,5.75,97.0,0.0,5.290909090909091,482.0,12.0,6.769218955682317,0.4276851640404963,0.45588235294117646
Manuka Oval,1,0,126.0,3.0,6.8108108108108105,165.0,12.0,5.892857142857142,192.0,6.0,12.0,0.422360248447205,0.368
McLean Park,0,1,52.666666666666664,2.0,4.260391970918287,96.0,2.0,5.266113516113516,332.6666666666667,10.0,6.0304058639880544,0.4455008486070348,0.4938240030311642
"McLean Park, Napier",0,1,34.0,2.0,2.6842105263157894,84.0,0.0,4.581818181818182,390.0,16.0,5.416666666666667,0.2204724409448819,0.5631067961165048
Melbourne Cricket Ground,0,0,28.8,0.4,2.388288288288288,70.8,1.2,3.8992063492063496,615.6,17.2,3.12567588694205,0.38281299983101824,0.7460963515431362
Melbourne Cricket Ground,0,1,47.333333333333336,2.0,3.7324284955863902,77.11111111111111,2.6666666666666665,4.1567935718919555,383.55555555555554,11.333333333333334,5.980386683855087,0.3681198930019135,0.5284426138990403
Melbourne Cricket Ground,1,0,120.0,6.5,6.442547810968864,187.0,7.0,6.697123490544544,122.5,9.5,8.607900432900433,0.41739779452534825,0.43421813489400485
Moses Mabhida Stadium,1,0,171.0,3.0,9.243243243243244,198.0,9.0,7.199999999999999,135.0,6.0,8.70967741935484,0.5,0.3008130081300813
Multan Cricket Stadium,0,1,28.0,0.0,2.3333333333333335,48.0,8.0,2.440677966101695,246.0,12.0,4.265895953757226,0.39751552795031053,0.6865671641791045
Nahar Singh Stadium,0,1,44.0,0.0,3.5675675675675675,88.0,0.0,4.800000000000001,320.0,20.0,4.507042253521126,0.3185840707964602,0.5639344262295082
Narendra Modi Stadium,0,0,37.0,2.0,2.9649122807017547,61.0,3.0,3.353535353535354,219.0,15.0,2.183396592102075,0.5588850174216028,0.806230760672032
Narendra Modi Stadium,1,0,117.0,4.8,6.23859649122807,233.4,6.6,8.517994227994228,161.4,6.0,10.366290322580644,0.5074713594894555,0.3878598719651924
"Narendra Modi Stadium, Ahmedabad",0,0,40.0,2.0,3.3333333333333335,62.0,6.0,3.4444444444444446,222.0,12.0,3.7627118644067794,0.5185185185185185,0.7565543071161048
"Narendra Modi Stadium, Ahmedabad",0,1,54.0,2.0,4.351728246465089,90.33333333333333,3.0,4.898625600264944,344.0,14.666666666666666,5.062262554952857,0.4293911118870694,0.5520377353944669
"Narendra Modi Stadium, Ahmedabad",1,0,70.36842105263158,1.631578947368421,8.544943016206782,106.57894736842105,2.710526315789474,8.734513803892494,71.97368421052632,3.1842105263157894,10.570179750392974,0.4972883382285326,0.34410595098945274
"Nassau County International Cricket Stadium, New York",1,0,94.0,6.0,4.8728446032682236,163.0,15.0,5.862085769980507,68.0,7.0,8.623809523809523,0.4420571258806552,0.6012844162055065
National Stadium,0,0,26.0,8.0,2.1666666666666665,104.0,4.0,5.777777777777778,360.0,8.0,3.9416058394160585,0.6693877551020408,0.7307692307692307
National Stadium,0,1,69.71428571428571,0.8571428571428571,5.607411385606874,107.71428571428571,3.4285714285714284,5.863843223878907,431.42857142857144,9.428571428571429,6.075743409242517,0.42481970575844474,0.4696834334994147
Nehru Stadium,0,1,58.75,2.5,4.71491683991684,77.75,2.0,4.203237734487734,380.75,11.75,5.408932148208496,0.44013521241041254,0.5592594520693618
Nehru Stadium,1,0,38.4,1.6,6.085983149141044,64.6,1.6,7.029851143009037,43.8,2.4,9.803387096774193,0.47018113714100485,0.41894987593052113
"Nehru Stadium, Fatorda",0,1,35.0,3.0,2.764864864864865,78.0,1.0,3.998536299765808,411.0,10.0,5.705304897652985,0.42448979591836733,0.5736997907415914
New Wanderers Stadium,0,1,38.666666666666664,0.6666666666666666,3.222222222222222,78.0,2.6666666666666665,4.14366166199197,334.6666666666667,12.666666666666666,5.352341459080004,0.38698725940918727,0.5664175996268159
New Wanderers Stadium,1,0,68.91666666666667,2.9166666666666665,6.285310512942092,109.75,3.4166666666666665,6.846500721500721,90.33333333333333,5.0,9.883452468230695,0.4244800757306791,0.40517757669077786
"New Wanderers Stadium, Johannesburg",0,1,85.0,0.0,6.062960862166761,106.0,1.0,5.523593466424682,460.0,7.0,6.411286134671975,0.3674972335635517,0.4931742339973708
Newlands,0,0,30.0,3.0,2.5,54.0,0.0,2.9878787878787882,616.0,17.0,3.6159773371104817,0.5669065234282626,0.7416219915592563
Newlands,0,1,52.666666666666664,2.0,4.307807807807808,68.66666666666667,2.6666666666666665,3.738143338143338,410.0,10.666666666666666,5.695161573586231,0.3747938297479383,0.49595938641680787
Newlands,1,0,61.142857142857146,2.0,7.139286067857497,77.71428571428571,3.2857142857142856,6.632446918161203,52.857142857142854,4.0,7.797111586570112,0.460759829616526,0.4276613218602758
"Newlands, Cape Town",0,0,29.0,2.0,2.416666666666667,46.0,4.0,2.5555555555555554,203.0,14.0,2.6893193717277484,0.4414186710150836,0.812863196125908
"Newlands, Cape Town",0,1,62.0,1.0,4.9672830725462305,65.0,2.0,3.4386973180076628,385.0,13.0,5.393605870020965,0.367138985675571,0.5418482399729228
"Niranjan Shah Stadium, Rajkot",0,1,36.0,0.0,2.9189189189189193,138.0,2.0,7.2631578947368425,394.0,12.0,5.5233644859813085,0.4225352112676056,0.4772727272727273
OUTsurance Oval,1,0,36.5,2.0,5.613157894736842,59.5,1.0,6.37799043062201,39.0,3.0,7.622580645161291,0.29000000000000004,0.4172910845821691
Old Trafford,0,0,16.0,8.0,1.3333333333333333,48.0,0.0,2.6666666666666665,240.0,12.0,3.769633507853403,0.5789473684210527,0.8078291814946619
Old Trafford,0,1,45.5,1.5,3.710763394973921,82.0,1.0,4.461038961038961,400.0,12.5,5.579623862646647,0.39328392856231087,0.5351768971871488
Old Trafford,1,0,153.0,3.0,8.38963963963964,208.5,12.0,7.581818181818182,124.5,12.0,7.871196754563894,0.4939965694682676,0.42247933884297517
"Old Trafford, Manchester",0,1,76.0,4.0,6.162162162162161,84.0,4.0,4.581818181818182,358.0,12.0,5.536082474226804,0.43243243243243246,0.5734265734265734
P Sara Oval,0,0,32.0,3.0,2.666666666666667,84.0,0.0,4.542857142857143,702.0,17.0,3.133278145695364,0.38747492890285884,0.7179284338868603
P Saravanamuttu Stadium,0,0,90.0,0.0,7.297297297297297,66.0,2.0,3.666666666666667,342.0,18.0,2.6307692307692307,0.40160642570281124,0.7297297297297297
Pallekele International Cricket Stadium,0,0,74.0,0.0,6.166666666666666,92.0,0.0,5.018181818181818,808.0,20.0,3.7177914110429446,0.3942505133470226,0.65814266487214
Pallekele International Cricket Stadium,0,1,61.0,1.0,4.959199584199585,81.0,2.5,4.396278575225944,346.5,13.5,4.918030328381285,0.3589563474140458,0.5559310272460403
Pallekele International Cricket Stadium,1,0,178.0,3.0,9.655919076971708,231.0,4.0,8.111985472154963,120.0,12.0,7.645833333333333,0.5587886050916689,0.3875008386242902
Perth Stadium,0,0,25.0,1.0,2.0585585585585586,49.0,1.0,2.672727272727273,402.0,18.0,3.2775993576876754,0.44858895705521473,0.7827038971474487
Perth Stadium,0,1,42.0,2.0,3.230769230769231,54.0,6.0,2.892857142857143,176.0,10.0,7.880597014925373,0.4117647058823529,0.5802469135802469
Perth Stadium,1,0,99.0,6.0,5.5,204.0,9.0,7.418181818181818,96.0,12.0,6.4,0.42105263157894735,0.4793388429752066
"Providence Stadium, Guyana",1,0,105.0,5.25,5.715979137031768,217.5,6.0,7.7665236759610625,148.5,7.5,9.499413489736071,0.4631750123564274,0.41886896192761297
Punjab Cricket Association IS Bindra Stadium,1,0,49.4,0.9,8.10654156180472,78.5,2.4,8.555065314802157,47.7,2.5,9.247232404692081,0.48693921482051905,0.3386123669291725
"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,50.0,0.0,4.114864864864865,46.0,4.0,2.5555555555555554,487.0,16.0,2.8902875158816057,0.5194817432273262,0.7750242420142295
"Punjab Cricket Association IS Bindra Stadium, Mohali",0,1,55.333333333333336,1.3333333333333333,4.4914529914529915,99.33333333333333,2.0,5.391013584117033,426.6666666666667,12.0,6.268236786469345,0.454640634530211,0.49543738562240486
"Punjab Cricket Association IS Bindra Stadium, Mohali",1,0,61.0,1.3076923076923077,7.4839150891782475,88.76923076923077,3.0,7.448811540123177,60.38461538461539,3.1538461538461537,9.349949244304083,0.4452518612142961,0.34882921607342726
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0,0,56.0,0.0,4.54054054054054,94.0,2.0,5.127272727272727,998.0,14.0,4.301724137931035,0.4738675958188153,0.633248730964467
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0,1,52.0,2.0,4.333333333333333,104.0,0.0,5.672727272727273,396.0,18.0,5.630331753554502,0.463768115942029,0.5165562913907285
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,0,71.5,2.0,8.944869259503406,115.83333333333333,2.3333333333333335,8.920021645021643,81.5,2.8333333333333335,11.133767106549364,0.5346354716168124,0.36047459845144214
"Punjab Cricket Association Stadium, Mohali",0,0,44.0,1.0,3.5259328154064997,68.0,0.5,3.674712643678161,641.0,18.5,2.9798410009906693,0.46918220489479096,0.7476309759540496
"Punjab Cricket Association Stadium, Mohali",0,1,60.75,1.0,4.796622305503885,92.0,2.25,4.9971894698868375,403.0,13.25,5.609924534403417,0.43868568250843154,0.5295424923471326
